statement,A,B,C,D,E,F,G,H,AB,AC,AD,AE,AF,AG,AH,BC,BD,BE,BF,BG,BH,CD,CE,CF,CG,CH,DE,DF,DG,DH,EF,EG,EH,FG,FH,GH,ABC,ABD,ABE,ABF,ABG,ABH,ACD,ACE,ACF,ACG,ACH,ADE,ADF,ADG,ADH,AEF,AEG,AEH,AFG,AFH,AGH,BCD,BCE,BCF,BCG,BCH,BDE,BDF,BDG,BDH,BEF,BEG,BEH,BFG,BFH,BGH,CDE,CDF,CDG,CDH,CEF,CEG,CEH,CFG,CFH,CGH,DEF,DEG,DEH,DFG,DFH,DGH,EFG,EFH,EGH,FGH,ABCD,ABCE,ABCF,ABCG,ABCH,ABDE,ABDF,ABDG,ABDH,ABEF,ABEG,ABEH,ABFG,ABFH,ABGH,ACDE,ACDF,ACDG,ACDH,ACEF,ACEG,ACEH,ACFG,ACFH,ACGH,ADEF,ADEG,ADEH,ADFG,ADFH,ADGH,AEFG,AEFH,AEGH,AFGH,BCDE,BCDF,BCDG,BCDH,BCEF,BCEG,BCEH,BCFG,BCFH,BCGH,BDEF,BDEG,BDEH,BDFG,BDFH,BDGH,BEFG,BEFH,BEGH,BFGH,CDEF,CDEG,CDEH,CDFG,CDFH,CDGH,CEFG,CEFH,CEGH,CFGH,DEFG,DEFH,DEGH,DFGH,EFGH,ABCDE,ABCDF,ABCDG,ABCDH,ABCEF,ABCEG,ABCEH,ABCFG,ABCFH,ABCGH,ABDEF,ABDEG,ABDEH,ABDFG,ABDFH,ABDGH,ABEFG,ABEFH,ABEGH,ABFGH,ACDEF,ACDEG,ACDEH,ACDFG,ACDFH,ACDGH,ACEFG,ACEFH,ACEGH,ACFGH,ADEFG,ADEFH,ADEGH,ADFGH,AEFGH,BCDEF,BCDEG,BCDEH,BCDFG,BCDFH,BCDGH,BCEFG,BCEFH,BCEGH,BCFGH,BDEFG,BDEFH,BDEGH,BDFGH,BEFGH,CDEFG,CDEFH,CDEGH,CDFGH,CEFGH,DEFGH,ABCDEF,ABCDEG,ABCDEH,ABCDFG,ABCDFH,ABCDGH,ABCEFG,ABCEFH,ABCEGH,ABCFGH,ABDEFG,ABDEFH,ABDEGH,ABDFGH,ABEFGH,ACDEFG,ACDEFH,ACDEGH,ACDFGH,ACEFGH,ADEFGH,BCDEFG,BCDEFH,BCDEGH,BCDFGH,BCEFGH,BDEFGH,CDEFGH,ABCDEFG,ABCDEFH,ABCDEGH,ABCDFGH,ABCEFGH,ABDEFGH,ACDEFGH,BCDEFGH,ABCDEFGH
"A , True| B , True| C , True| D , True| E , True| F , False| G , True| H , False.",True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False
"A , True| B , True| C , True| D , True| E , True| F , False| G , False| H , True.",True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,True,True,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,False,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,True,False,False,True,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,True,True,False
"A , True| B , True| C , True| D , True| E , True| F , False| G , False| H , False.",True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True
"A , True| B , True| C , True| D , True| E , False| F , True| G , True| H , True.",True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,True
"A , True| B , True| C , True| D , True| E , False| F , True| G , True| H , False.",True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,True,False,True,False,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,True,True,True,False
"A , True| B , True| C , True| D , True| E , False| F , True| G , False| H , True.",True,True,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,True,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,True,False
"A , True| B , True| C , True| D , True| E , False| F , True| G , False| H , False.",True,True,True,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,False,False,True,True,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,True,False,True,False,True,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,True,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,True
"A , True| B , True| C , True| D , True| E , False| F , False| G , True| H , True.",True,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,True,True,True,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False
"A , True| B , True| C , True| D , True| E , False| F , False| G , True| H , False.",True,True,True,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False,False,True
"A , True| B , True| C , True| D , True| E , False| F , False| G , False| H , True.",True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,True,True,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,True,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,True
"A , True| B , True| C , True| D , True| E , False| F , False| G , False| H , False.",True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False
"A , True| B , True| C , True| D , False| E , True| F , True| G , True| H , True.",True,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True
"A , True| B , True| C , True| D , False| E , True| F , True| G , True| H , False.",True,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,False,False,False,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False
"A , True| B , True| C , True| D , False| E , True| F , True| G , False| H , True.",True,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,True,True,True,False
"A , True| B , True| C , True| D , False| E , True| F , True| G , False| H , False.",True,True,True,False,True,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,False,True,False,False,False,True
"A , True| B , True| C , True| D , False| E , True| F , False| G , True| H , True.",True,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,True,True,False,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,False,False,True,True,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,True,False,False,True,True,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,True,True,False
"A , True| B , True| C , True| D , False| E , True| F , False| G , True| H , False.",True,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True
"A , True| B , True| C , True| D , False| E , True| F , False| G , False| H , True.",True,True,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,True,True,False,False,True,True,False,True,True,False,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,False,False,True,False,True,True,False,True,True,True,False,False,True,True,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True
"A , True| B , True| C , True| D , False| E , True| F , False| G , False| H , False.",True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,False
"A , True| B , True| C , True| D , False| E , False| F , True| G , True| H , True.",True,True,True,False,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,True,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,False
"A , True| B , True| C , True| D , False| E , False| F , True| G , True| H , False.",True,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,True,False,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,True,False,True,True,False,False,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,True,True,False,True,False,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,True,False,False,True,True,False,False,False,True
"A , True| B , True| C , True| D , False| E , False| F , True| G , False| H , True.",True,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,False,False,True,False,True,True,True,False,True,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,True
"A , True| B , True| C , True| D , False| E , False| F , True| G , False| H , False.",True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,True,True,False,True,True,False,True,True,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,False,True,True,True,False,True,True,False,True,True,False,False,True,True,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,True,True,False
